,title,reviews_number,reviews_id,reviews_content
10,英雄,11,ccthemovieman-1,"After two viewings, I am still not sure what to make of this film, story-wise. I have no problems exalting praise for the cinematography which, for many people, was the drawing point. It's what got me to watch the movie. I had heard it was the most beautiful film ever made. Well, I wouldn't go that far, but it IS visually spectacular. It's even more appreciated now that I watched one of the documentaries in which I learned to what great lengths director Yimou Zhang the crew went to, to make this look so good. It took a lot of patience, waiting for just the right conditions, such as the smooth, silvery lake which only was calm two hours a day.Overall, I didn't think the story was that appealing except for the good message at the end, about the good of all being more important than satisfying one's personal vengeance. Well, who could argue with that? As for the rest, perhaps being a Westerner unfamiliar with Eastern culture, it's harder for me to relate to the mind-set. I would be interested to know how Asians viewed this story, as opposed to similar films.Sometimes I think these wild Crouching Tiger-like action scenes are too long and overdone, but at least in this film they were very original and, once again, more visuals feasts than anything else. On my second viewing, I discarded the subtitles and went with the dubbed version to concentrate more on the stunning look of this film. It paid off. Even if I don't quite follow everything, each scene is such eye-candy that you can't go wrong viewing this."
11,英雄,12,brokencode2002,"Director Zhang Yimou's Hero is playing around the country to widespread critical acclaim. It is undoubtedly one of the most visually beautiful movies of our time. However, American audiences may not fully appreciate what message comes wrapped in this beautiful package.Hero rewrites history's judgment on the movie's central figure, the Emperor Qin  a ruthless leader who unified China through the most brutal means  by depicting him as a tough but benevolent and misunderstood monarch, in the process also changing the story of the failed assassination attempt on him as well.The historical Emperor Qin was known for his cruelty. The movie does refer to his practice of slaughtering entire villages. It is silent about the tortures he employed, the draconian legal code that involved the cutting off of limbs, his burning of books and suppression of schools of thought, or such incidents as the burying alive of hundreds of scholars who had objected to his rule.The reason for the differences between the historical Emperor Qin and the movie's retelling may be found in the needs of the Chinese Communist Party (CCP).Even before unifying China, the then-King of Qin was hated and feared by both rivals and subjects alike. The neighboring state of Yan (replaced with ""Zhao"" in the movie) knew that the state of Qin aimed eventually to attack. Officials in the Yan kingdom hired an assassin to kill the King of Qin and help them escape imminent defeat. Jing Ke, the man selected for the job, had to find a method to bring himself close to the King to complete his mission. Pan Yuqi was a disgruntled Qin official who had fled to the state of Yan to escape from the King of Qin's tyrannical rule. He so hated the King of Qin that he offered to allow himself to be killed in order that Jing could gain access by bringing his head to the despot. Jing killed him and brought both Pan's head and a map of the state of Yan that the king coveted, hiding in it a dagger with which to assassinate the tyrant.The King of Qin indeed allowed Jing Ke in his presence, and as the king opened the map offered to him, the assassin deftly procured the knife hidden in the map scroll. Unfortunately, Jing's initial thrust was not strong enough, grazing but not wounding the king. The king was then able to unsheathe his sword and parry any of Jing's successive thrusts. The assassin had no choice but to hurl his weapon at the monarch, but missed. He was later executed.In Hero, the assassin (played by Jet Li) has the opportunity and the skill to dispatch the King, yet decides against it. After abandoning his decision to kill the king, he is executed, and then buried as a hero.The Jet Li character is called ""Nameless."" Nameless chooses loyalty, and his own death, after a long conversation with the King of Qin. The king asserts that Nameless's quest is only negative, he acts out of hatred and revenge. He reveals that he himself is misunderstood, that the king's strength is used for the sake of unifying a great Chinese nation, a nation that will comprise ""everything under heaven"" (this crucial phrase was translated in English as ""our land"").Like the Emperor Qin, Mao Zedong, upon winning the civil war against Chiang Kai Sheik, unified China. Mao was an open admirer of the Qin Emperor. This often-hated emperor came to be seen as a symbol for the Communist Party.Since the Tiananmen Square massacre in 1989, the Chinese Communist Party has used China's state controlled media to make the claim that the Communist Party exists for the sake of a great and unified China. Love of China and love of the Party are conflated, and love of China is taught to be of supreme importance.Zhang's movie fits the CCP script very neatly. It appropriates China's history, its founding moment, the unification by the Emperor Qin, and uses that history to teach the very same lessons that CCP has taught: the need to give up individual claims (what we today call rights) for the sake of a great and powerful China under the rule of a strong leader (the CCP).The leaders of the CCP wish the viewers of the movie to forget some other parallels with the Emperor of Qin. Similar to the Qin Emperor, the People's Republic of China is one of the most brutal and reviled governments in the world. Just as the Emperor of Qin suppressed Confucianism and persecuted those who objected to his rule, the CCP persecutes and tortures all of those with views and beliefs differing from the Party, including Falun Gong practitioners, house Christians, Uigher Muslims, union organizers, and democracy activists."
12,英雄,13,ajooj-va-majooj-almond-eyes,"This Isn't Texas!What a woman... She is thin, slender, slim, has feminine hair and no tattoos and you immediately no this is not texas!Own this on DVD!"
13,英雄,14,tedg,"Two things interesting about this project. First, the sad news, at least for the Chinese, that the Japanese have finally won. This is a Japanese film in all important respects: the theming by lush color, the rather modern notion of benevolent conquest (genuinely originating in the Persians but only used since as justification for selfish empire, specifically in this case Japanese conquest - and adopted by the Chinese only since the war) and of course the wholesale swallowing of Kurosawa.Kurosawa is here obviously in the story: it is half 'Rashomon' and half 'Ran.' But more important is Kurosawa's theory of film as a device to capture space. As with Parisian impressionist painters, the thing painted is not the point. It provides an origin only; the painting is about all the magical things that happen in the space between the subject and the viewers eye. The paintings, and Kurosawa's films are about that space.Kurosawa invented the technique of shooting from very far away with a telephoto so as to flatten space, and at the same time creating (usually three) layers of space. Often, he would engage the space directly.This masterful film is obsessive about the point and may be the most lush swim in dimensional space you are likely to find with the technology we have. Every shot is oriented around not the action, but the space that contains the action. Falling water, dust, lots of blown fabric and hair, feathers, arrows, even book tablets and those leaves! With lots of bamboo screens, all these are used to show the space, plus the usual fantastic mountains, clouds and forests - even at the end the Great Wall and of course the moving waves of soldiers and courtiers.Many of the architectural shots are lifted from Welles' ""Othello.""The matter is not lost in the copious allusions to mental space: the game of Go, music, calligraphy, politics, and love. All these are defined, exercised and conflated with one another in terms of space and the intrigue of space with a little more effort in the latter items on the list. Then, waving lamps are used to make 'murderous intent' spatial.Unlike 'Crouching Tiger' which this resembles not at all, the camera is static, not dancing. Where Lee emphasized the ballet of the fight by engaging his camera, Zhang stands back in the space. Where Lee conceives fights not among the participants but their masters, Zhang shows us not the fights, but the battles among the true worlds of the fights - the worlds of different colors.What we see could be the imaged Go game, or the imaged fight within it, or the imaged story Nameless tells, or the one the King tells and on and on with nestings of imaginations. Every nation creates their own movie to explain themselves. We in the US seem to like more militarist stuff. Except for the thuggish motive (my war for my kind of peace), we would do well to have stories about stories like this one through four layers until they reflect back on the origin. Complex story space in rich real space.If you are going to see this, you really must see 'In the Mood for Love,' which features Broken Sword and Flying Snow in something of the same relationship they have here. It is one of the best films ever made and truly spatial in a purely Chinese manner. It will completely transform your enjoyment of this.Ted's Evaluation -- 3 of 3: Worth watching."
14,英雄,15,brandon_veracka,"""Hero"" is a visually stunning film which tells a wonderful story. It is centered around three men-a swordsman, an emperor, and a calligrapher-who are incredibly passionate and driven. All of the main characters, including the supporting female roles, are easy to relate to. Although the story is slow-paced and projects an air of calm, it has this certain sense of urgency that will never leave you feeling bored. In this way it's unlike-and maybe even the polar opposite of-every kung fu movie I've ever seen.I was told Hero was the most expensive movie China had ever made (at that time), and in this case, the money went to good use. With its superb direction, cinematography, and soundtrack, this film will certainly stick out among the typically fast-paced, action-heavy films from China. One thing that will stand out about this film is its use of color, which many of its reviewers rightfully praised. Without spoiling anything, how color is used to tell this story is both visually beautiful and psychologically intriguing. Combined with its incredible soundtrack, it will very likely have artistically-inclined viewers agape and speechless. In the very least, ""Hero"" is a feast for the senses-like a fireworks show of color and sound. At its best, it is a wonderful story about nationalism, self-examination, and love which is told in an unusually beautiful fashion.As many will tell you, if you liked ""Crouching Tiger, Hidden Dragon"", you're likely to enjoy this just as much-especially if you liked the quieter, more introspective scenes in that film. Because there is so little to compare it to, ""Hero"" is a difficult film to review. However, that only gives you another reason to give it a chance. And finally, it must be said that this is Jet Li at his very best."
15,英雄,16,oldgirl,"It's not often that a film's visual virtuosity has the ability to hit you right between the eyes. I'm still saying 'WOW', and this may go on for days. Every shot is a masterpiece of composition combined with fluid, stylized movements as graceful and technically precise as the strokes of a master calligrapher's brush. And the storyline is faithful to the best of the classical taoist fables. Lao Tzu and Sun Tzu breathe in every frame of this film. I was grateful as well to the film's releasers for not dubbing it into English, which would have destroyed the unity of this grand opus. A gorgeous film, absolutely stunning. If ever I teach AP English classes again, I will most certainly be using this film in my classes as perhaps the penultimate example of how filmmakers use color, composition, music, and movement to reinforce complex metaphorical and philosophical themes. Thank you, whomever talked US movie distributors into putting this into theaters."
16,英雄,17,The_Orenda,"In all honesty, Hero required a bit more patience than I thought. Tarantino wanted to present this movie to North American audiences so I thought there would have been more action, but surprise! There is much drama in Hero and the movie begins with one intention and unfolds, in a deceptively beautiful fashion, into a legend that is much larger than the characters themselves are involved! Why did it have to take so long to prove such a point?Anyway, a man who shall remain Nameless has dispatched the kingdom's three top assassins, thus easing the King's mind that he could sleep at night. But the King is curious and we see the true story and how the tale unfolds.The fights are beautiful. The battle between Snow and Moon, though lopsided, was a joy. It was art in itself. But overall, be patient. With the many changes in the story, I lost my concentration adjusting to it. But any fan of martial arts and drama must see this movie. It is that elegant."
17,英雄,18,chinhinleung,"The movie Hero has all the elements to appeal to two types of audience--some of the new Chinese middle class who are actually proud to be Chinese because of their nationalistic education and new wealth, and the sinophilles in the western world that surged in numbers post-crouching tiger hidden dragon, who either seeks thrill in Kungfu movies or in the exoticism of oriental culture/girls/customs or all of the above. As a poor student from Hongkong I do not qualify to be part of the target audience, and am quite disappointed by the filmmaker's misuse of a kickass cast, a large budget, and many interesting aspects of Chinese culture/history.There are many cool concepts that were put into the movie, but are almost always mishandled: For example, the crossbowmen scene--the interesting posture the archers use to tighten their crossbow string was actually depicted in ancient military illustrations. Yet it was immediately marred by the horrible special effects showing the arrows flying into the city--which was too much exaggerated and definitely not nicely done. The use of different monotonal color schemes for different sections of the movie is also a very cool idea, but some of the monotonous building interior are simply ugly. The custom design is extravagant but have neither originality nor historic accuracy. The Qin soldiers rather looks like they are borrowing customs from the roman infantry in the ""Gladiator"". Extolling the ""hero"" (Jet Li), who gave up the chance to kill the tyrant of Qin as he was convinced that Qin Dynasty would unite the whole China (which it did, if only for a few decades) and give the people peace (which it did not, nor was it likely the emperor's intention), director Zhang Yimou unnecessarily sings along with the political agenda of the Chinese government--to unite Taiwan with the People's Republic. The movie lauds the role of the Qin dynasty in uniting China, while ignoring the fact that Emperor Yinzheng was without doubt a tyrant--he enslaves people for his vast building projects, burnt books and buried intellectuals who disagree. Such things are of course encouraged to be forgotten in the new China, because analogous crimes are still being committed by the current government.Hero's strong nationalistic sentiment and lack of taste might not be felt by the average western film-goer seeking a good kungfu fight scene or some artsy cinematography in an oriental setting. For everybody elsethe earlier film ""the Emperor and the Assassin"" offers far superior treatment of the same story and is in every aspect (plot, customs, acting, cinematography, customs, sets--and the characters are actually human beings with emotions, not robots talking about building empires or fighting for humanity) a far better movie. Were ""hero"" mainland China's answer to Ang Lee's ""Crouching tiger"", it is a very pathetic one. Sadly, though the film hardly gets any enthusiastic response from Chinese communities inside/outside mainland china, it is still a reflection of a force in contemporary Chinese culture that is rather twisted: a tendency to de-emphasize human conditions while glorifying national greatness and material wealth."
18,英雄,19,wijaya_adi,"Many audiences, especially the western audiences have misunderstood the messages of this movie. This is not a movie about choosing tyranny for a greater cause such as peace. It is about choosing peace over revenge.In the movie, the king of Qin was close to unify the whole country and thus end the continuous wars. The assassins all have grudge against the king. But they realized that if they kill the king, the whole nations will plunge into another endless wars. Killing the king won't give them back what they have lost. But it will surely cause more suffering to the people. So they choose to let go their revenge and even their lives for a greater cause, the peace. It is like what the nameless said in the movie, the ideal warrior will know when to lay down the sword."
19,英雄,20,cnycitylady,"Now I'm not as into foreign films as I should be, and this one really makes me ashamed of not paying more attention to them. The story-telling in this movie is so vivid and poetic that you cannot help but love every single second of every single story that is told. The Character Sky represents strategy and cunning, Broken Sword represents rationale and understanding whereas Flying Snow is hatred and revenge. Nameless (Jet Li) encounters all of these characters and embodies all of their aspects.The color schemes used are incandescent and only help to propel the viewers into the tales that these warriors are telling the audience and each other. With one story you get white, another red, green, blue. They set the mood and get you the viewer anxious to know what this story will say. The way that each story is presented (although some untrue) builds the characters up in a way that you see that there is more to them than their basic diagnostic. You really see this exampled with Flying Snow, as she is shown as wanton, loving, vengeful and true. In the end you really need all of the stories to understand every character fully.The director of this movie did an outstanding job. This movie has great editing and direction, it is very clean and precise, never losing the attention of the audience.If you don't like foreign movies this movie will change your mind to appreciate them, and if you already like them then this will jump to the top of your list of favorites. Brilliantly done 9/10"
20,英雄,21,K_Whymark,"Visually this is a beautiful movie, however at it's heart it feels like propaganda meant to explain why it is okay that the Chinese government massacred the students at Tiananmen Square, why it's okay if they may attack Taiwan to unify the country and why Tibet must be occupied: it's for the greater good. So when you see the scene where the defenseless calligraphy students are killed by the King of Qin, remember he didn't want to do it, he just doing it for the good of China 'Our Nation' (a phrase coined by Mao Tse Tung and force down the throats of his subjects). The suffering or death of individuals doesn't matter as long as the greater good of the masses is served. It carefully promotes the ""One China"" myth invented by the government to explain China's expansion and absorption of places like Tibet.It's really part of China see? Just like so much of Europe was *really* part of Germany...Speaking of Germany: This movie is on par with the worst propaganda the Nazi's created. I can only hope that people who are drawn in by the great cast, or beautiful cinematography are not so fooled that they let the evil propaganda at the end of the movie to sneak into their brains. I can see now how Joseph Goebbels (Nazi Propaganda Minister) was able to fool so many educated people. You just shroud your evil argument with beautiful images so that the victims swallow it whole. I don't discourage you from seeing the movie, just don't be afraid to talk about what it really is about."
